,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
285,-145.61151784243464,-149.5346587531413,-312.1993541696222,-344.73887119778885
286,-138.72179805510513,-128.2799592293086,-391.40338453976324,-382.0999428671623
287,-156.3451937836558,-146.5986699270963,-255.25035144002968,-362.0627865981744
288,-128.81542532819938,-128.37128629327083,-180.16712239339572,-292.4563073348353
289,-158.8073889339567,-158.50312751495176,-256.22602048231016,-224.0466731547802
290,-109.34917538237343,-161.63997324192007,-189.84157668341066,-289.75568772679776
291,-208.98059145699165,-101.96489136404662,-299.2817552535274,-103.52463379047805
292,-97.825356245481,-140.28908712538424,-311.2495110478619,-195.15698134500272
293,7.796291429475502,-146.47684524178388,-196.69990225197648,-193.6291670305318
294,-136.1793799966786,-119.26773001785814,-224.97388265497997,-182.53287591445599
295,-115.05499567363825,-112.4374859672532,-8.590965891365968,-196.65793618151588
296,-156.6730789490354,-626.7054537744493,-362.7345042883131,-222.56046772370235
297,-122.67631776219142,-134.04828070580749,-435.8662636334726,-323.34379619903166
298,-105.07778564769114,-126.8736340737236,-227.6509113548701,-248.41527265936747
299,-133.1632786089088,-133.1849078933381,-283.04789170220954,-246.42237853063162
300,-122.37084214059664,-90.50437942177325,-395.67689095456126,-236.19423838138977
301,-122.33213442458674,-163.7548841782642,-95.75203506187054,-275.6109592718445
302,-252.28321951593176,-537.5119544690006,-242.9871964928511,-207.6732361358539
303,-166.89710092915783,-140.77019987781173,-303.1471479602583,-227.50578442185503
304,-244.19120671102354,-151.9600714896957,-351.95864596530646,-199.86228213458486
305,-192.89206399045082,-138.7813008389699,-354.71170445630264,-294.8160053370205
306,-129.21654238244,-718.555382460857,-340.46703576157506,-258.1023517333452
307,-153.88085052788787,-146.18786670216838,-391.3201578798953,-342.09926589891415
308,-159.46864641872736,-153.51594571454777,-388.22501444989683,-284.41093746536205
309,-92.92258015212226,-24.34681080785998,-370.41781277008346,-309.43023887495167
310,-6.453284758817958,46.915959647079944,-265.12653588455,-273.037647440898
311,-100.4875368092779,-132.06272544634217,-333.245160615631,-324.92870105190536
312,-263.2035353359507,-125.90802590433088,-217.88994165468708,-159.4947142187217
313,-171.68147415624713,-156.9355177924446,-232.72730703359,-199.85035539582458
314,-118.021821597563,-135.03743575130954,-338.56369647006994,-325.5440050396825
315,-142.66608218418892,-201.74324830721824,-298.34580938874035,-212.6261812433512
316,-111.63335594366767,-118.40381648224064,-120.14566365599512,-358.5523210845765
317,-338.986452897374,-112.63067209019353,-241.7694471397448,-322.43640626568754
318,-74.45513941061104,-236.83667864115625,-167.27862441988026,-298.4424819506677
319,-108.34085821858064,-134.82914100036209,-197.53586135342573,-320.09279790367805
320,-259.4234971341385,-113.53438360412954,-262.2084316232973,-246.1607198839367
321,-279.3529885627754,-76.11260986994162,-236.24523820443923,-309.1988001244266
322,-142.6094246419375,-139.38289827188447,-251.41278603389355,-232.58494316372094
323,-93.53169876192717,-149.66017073967066,-204.2058161021773,-262.37194115263947
324,-130.84196799209292,-87.36570120059335,-399.8762408944538,-206.42241110824594
325,-80.53191750257747,-130.68656581866964,-216.9592209385067,-356.9594341991684
326,-118.69671620087797,-153.61863050563426,-290.3128089278992,-300.40230324329866
327,-88.28797954113661,-121.60591051576205,-233.16425496775236,-276.6383559829208
328,-95.65033701374885,-108.76561081081856,-170.90054535338155,-223.54878757953122
